2018-05-17 13:53:04 INFO  TC001_VerifyLoginwithInvalidCredentials:30 - ===============Starting verifyLoginwithInvalidCredentials Test========================
 2018-05-19 14:08:42 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //a[@class='login']]
 2018-05-19 14:08:42 INFO  Homepage:44 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='email']]
 2018-05-19 14:08:42 INFO  Homepage:46 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='passwd']]
 2018-05-19 14:08:44 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-19 14:08:44 INFO  TC003_VerifyLoginwithdifferentRecords:42 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-19 14:08:44 INFO  TC003_VerifyLoginwithdifferentRecords:38 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-19 14:08:45 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //a[@class='login']]
 2018-05-19 14:08:45 INFO  Homepage:44 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='email']]
 2018-05-19 14:08:46 INFO  Homepage:46 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='passwd']]
 2018-05-19 14:08:47 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-19 14:08:47 INFO  TC003_VerifyLoginwithdifferentRecords:42 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-19 14:08:47 INFO  TC003_VerifyLoginwithdifferentRecords:38 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-19 14:08:48 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //a[@class='login']]
 2018-05-19 14:08:48 INFO  Homepage:44 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='email']]
 2018-05-19 14:08:49 INFO  Homepage:46 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='passwd']]
 2018-05-19 14:08:50 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-19 14:08:50 INFO  TC003_VerifyLoginwithdifferentRecords:42 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-19 14:08:50 INFO  TC003_VerifyLoginwithdifferentRecords:38 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-19 14:08:52 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //a[@class='login']]
 2018-05-19 14:08:52 INFO  Homepage:44 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='email']]
 2018-05-19 14:08:52 INFO  Homepage:46 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='passwd']]
 2018-05-19 14:08:54 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (894cb6c5-ed4a-4de2-9780-793dc11b1bf7)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-19 14:08:54 INFO  TC003_VerifyLoginwithdifferentRecords:42 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:35 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:44 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //a[@class='login']]
 2018-05-20 11:17:44 INFO  Homepage:44 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='email']]
 2018-05-20 11:17:44 INFO  Homepage:46 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='passwd']]
 2018-05-20 11:17:47 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 11:17:47 INFO  TC003_VerifyLoginwithdifferentRecords:43 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:47 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:50 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //a[@class='login']]
 2018-05-20 11:17:50 INFO  Homepage:44 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='email']]
 2018-05-20 11:17:50 INFO  Homepage:46 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='passwd']]
 2018-05-20 11:17:52 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 11:17:52 INFO  TC003_VerifyLoginwithdifferentRecords:43 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:52 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:55 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //a[@class='login']]
 2018-05-20 11:17:55 INFO  Homepage:44 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='email']]
 2018-05-20 11:17:55 INFO  Homepage:46 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='passwd']]
 2018-05-20 11:17:57 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 11:17:57 INFO  TC003_VerifyLoginwithdifferentRecords:43 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:57 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:17:59 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //a[@class='login']]
 2018-05-20 11:17:59 INFO  Homepage:44 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='email']]
 2018-05-20 11:17:59 INFO  Homepage:46 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='passwd']]
 2018-05-20 11:18:00 INFO  Homepage:48 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 11:18:00 INFO  TC003_VerifyLoginwithdifferentRecords:43 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:18:00 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 11:18:03 INFO  Homepage:42 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //a[@class='login']]
 2018-05-20 11:18:03 INFO  Homepage:44 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='email']]
 2018-05-20 11:18:03 INFO  Homepage:46 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (9fdd9f9b-d5fc-4d38-bd31-9b5ea74a850f)] -> xpath: //*[@id='passwd']]
 2018-05-20 11:19:06 INFO  Homepage:48 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-20 11:19:06 INFO  TC003_VerifyLoginwithdifferentRecords:43 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:13:24 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:13:27 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //a[@class='login']]
 2018-05-20 14:13:27 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='email']]
 2018-05-20 14:13:28 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:13:29 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:13:29 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:13:31 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //a[@class='login']]
 2018-05-20 14:13:31 INFO  Homepage:47 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='email']]
 2018-05-20 14:13:31 INFO  Homepage:49 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:13:33 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:13:33 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:13:34 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //a[@class='login']]
 2018-05-20 14:13:34 INFO  Homepage:47 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='email']]
 2018-05-20 14:13:35 INFO  Homepage:49 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:13:36 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:13:36 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:13:38 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //a[@class='login']]
 2018-05-20 14:13:38 INFO  Homepage:47 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='email']]
 2018-05-20 14:13:38 INFO  Homepage:49 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:13:39 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:13:39 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:13:41 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //a[@class='login']]
 2018-05-20 14:13:41 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='email']]
 2018-05-20 14:13:41 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (2ae556d8-f135-4bb2-b2e4-4b63f4f508cb)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:14:43 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-20 14:16:20 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:23 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //a[@class='login']]
 2018-05-20 14:16:23 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='email']]
 2018-05-20 14:16:23 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:16:24 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='SubmitLogin']]
